@relation train_data2

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {up,left,down,right,tilt_left,tilt_right}

@data
2,-11,-22,-3,-9,-7,-1,-12,-18,-5,-4,-7,4,-10,-15,-5,-5,-7,3,-8,-12,-6,-6,-7,1,-7,-9,-7,-6,-6,2,-7,-6,-8,-6,-5,1,-5,-6,-9,-8,-5,0,-5,-7,-10,-9,-4,2,-6,-9,-10,-7,-5,-4,6,-7,-11,-8,-5,-4,8,-3,-11,-6,-7,-7,11,7,-10,-6,-7,-9,15,13,-8,-3,-7,-10,16,19,-6,-3,-6,-2,0,16,-3,-2,-5,-1,-1,13,-1,-3,-3,2,-5,4,0,-4,-2,2,-7,0,0,-5,-3,1,-5,-4,1,-6,-3,0,-3,-9,0,-5,-4,left
3,-11,-7,-3,-8,-8,0,-12,-7,-3,-4,-8,1,-10,-13,-5,-5,-7,1,-10,-13,-6,-6,-7,1,-10,-11,-7,-7,-6,0,-9,-7,-9,-6,-5,0,-7,-5,-10,-8,-5,1,-4,-1,-10,-7,-5,-2,-2,3,-10,-7,-5,0,-1,-5,-9,-7,-5,-2,3,-5,-10,-8,-6,-1,9,-7,-10,-6,-7,-5,7,2,-9,-5,-7,-3,11,4,-7,-4,-7,-7,12,15,-6,-3,-7,-4,9,12,-4,-3,-6,-5,1,14,-1,-4,-4,-2,-1,6,0,-4,-2,-1,-4,1,0,-5,-2,2,-5,-3,0,-6,-2,left
1,-5,-15,-5,-4,-7,2,-9,-13,-6,-5,-7,3,-8,-12,-7,-7,-7,2,-8,-7,-8,-6,-6,3,-7,-8,-8,-7,-6,2,-7,-7,-10,-8,-5,3,-7,-8,-11,-8,-5,3,-1,-8,-11,-7,-5,-3,3,-6,-12,-9,-6,-6,9,-2,-11,-6,-7,-11,12,11,-9,-5,-7,-11,16,15,-7,-3,-7,-10,10,20,-4,-3,-6,-1,6,16,-2,-2,-4,1,-1,13,0,-4,-3,6,-4,2,0,-5,-3,2,-6,0,0,-6,-3,4,-6,-7,0,-6,-4,-7,-6,-9,0,-6,-5,-5,-6,-11,-1,-4,-5,left
7,-4,-11,-6,1,-7,17,-18,-17,-17,-5,-6,9,-14,-8,-15,-7,-6,6,-8,-8,-14,-7,-6,4,-5,-8,-13,-7,-6,-1,-2,-4,-13,-8,-6,-5,8,0,-9,-7,-7,-8,14,5,-8,-5,-7,-6,15,8,-6,-5,-7,-7,10,14,-5,-3,-6,-2,3,14,-3,-3,-5,-3,-2,11,-1,-3,-4,2,-8,2,0,-5,-3,-1,-10,-1,0,-5,-2,1,-6,-6,-1,-6,-3,-1,-1,-5,-1,-5,-3,-3,0,-4,-2,-4,-4,-3,1,-6,-2,-3,-5,-2,-3,-7,-3,-4,-6,-1,-7,-9,-3,-4,-7,left
0,-6,4,-8,-6,-5,1,-7,-4,-9,-8,-5,-1,-5,1,-9,-7,-4,2,-6,0,-10,-7,-5,1,-5,-4,-10,-8,-5,1,-7,-4,-10,-8,-5,1,-2,-6,-10,-7,-6,-1,6,2,-9,-7,-6,-5,5,-3,-9,-9,-7,-7,9,8,-8,-5,-8,-7,15,8,-6,-5,-8,-6,2,8,1,-2,-4,-1,-7,-5,0,-2,-5,1,-6,0,0,-1,-4,2,-10,-5,0,-3,-3,2,-12,-8,-1,-4,-3,0,-4,-4,-8,-7,-6,0,-3,-3,-9,-7,-5,-1,-4,-1,-9,-7,-5,-5,-1,-9,-10,-7,-5,left
7,1,51,-6,-6,-2,7,-3,15,-7,-8,-5,2,1,17,-6,-7,-6,5,5,11,-6,-6,-8,-3,9,13,-5,-6,-8,-4,6,3,-5,-4,-8,-5,7,9,-4,-4,-7,-4,2,5,-3,-2,-5,-5,-3,3,-2,-4,-3,2,-9,-2,-2,-4,-3,2,-6,-3,-1,-5,-2,1,-5,-5,-2,-4,-3,0,-2,-6,-3,-6,-4,-2,0,-3,-3,-4,-4,-3,0,-4,-3,-4,-5,-1,-2,-4,-4,-3,-5,-2,-4,-5,-4,-4,-6,-2,-4,-4,-4,-4,-6,1,-5,-3,-4,-5,-6,2,-5,-2,-5,-6,-6,left
0,-6,-11,-10,-6,-5,-4,1,-9,-9,-7,-5,-2,2,-15,-9,-7,-5,-8,6,-5,-9,-8,-6,-5,10,-8,-9,-8,-7,-8,14,5,-8,-5,-7,-6,12,9,-7,-4,-7,-6,10,18,-5,-3,-7,1,1,12,-3,-2,-6,-1,-6,13,-2,-1,-4,2,-12,0,0,-4,-3,4,-17,-10,0,-4,-4,3,-15,-13,-2,-6,-4,2,-11,-12,-4,-6,-4,3,-7,-10,-6,-7,-5,2,-3,-12,-8,-7,-6,-3,-1,-2,-9,-7,-5,-3,3,-5,-9,-6,-6,-4,5,-2,-8,-8,-6,-3,6,-5,-6,-7,-7,left
10,-6,-3,-7,-9,-6,9,-14,-23,-11,-8,-5,8,-12,-31,-11,-8,-4,5,-9,-28,-13,-8,-5,-1,-1,-9,-13,-7,-6,-6,7,-2,-12,-8,-6,-14,9,12,-9,-7,-6,-13,13,18,-8,-5,-7,-9,12,27,-4,-3,-6,-2,3,14,-2,-5,-5,2,-5,9,-1,-2,-4,7,-3,1,-1,-4,-4,4,-7,4,0,-4,-4,0,-5,-4,0,-6,-4,-3,-4,-7,0,-4,-5,-4,-5,-11,-1,-4,-6,-3,-4,-14,-2,-4,-6,-2,-3,-13,-3,-4,-6,2,-6,-11,-4,-5,-6,1,-5,-10,-5,-5,-6,left
5,-7,1,-9,-7,-4,1,-5,-8,-10,-8,-4,0,-9,-5,-11,-6,-3,2,-6,-5,-11,-6,-4,1,-4,-12,-11,-7,-4,-6,1,-1,-11,-7,-4,-3,4,1,-10,-7,-6,-6,9,4,-9,-8,-6,-7,11,7,-7,-7,-7,-8,11,18,-6,-5,-7,-2,6,10,-4,-3,-7,-3,-3,5,2,-2,-4,0,-5,1,2,-1,-4,0,-8,-2,2,-2,-4,2,-9,-8,1,-3,-4,2,-9,-14,0,-4,-5,1,-4,-7,-5,-5,-6,1,-6,-7,-6,-6,-6,1,-5,-5,-7,-7,-6,0,-6,-3,-8,-7,-5,left
4,-6,-1,-10,-2,-4,1,-3,-6,-9,-6,-5,-4,-6,1,-9,-6,-5,-3,-3,-5,-8,-5,-5,-2,0,-4,-8,-6,-5,-2,5,-7,-8,-7,-6,-2,9,-2,-7,-7,-6,0,11,-2,-7,-7,-7,-5,11,9,-6,-5,-7,-5,9,11,-5,-5,-7,-7,1,16,-3,-3,-5,-6,-4,10,-2,-3,-4,-4,-6,6,-1,-2,-3,2,-6,-4,-1,-5,-3,1,-7,-7,-1,-4,-3,1,-4,-9,-2,-5,-4,0,-3,-9,-2,-4,-5,-1,-2,-8,-3,-5,-5,-2,-3,-5,-4,-3,-6,1,-4,-8,-4,-5,-6,left
6,-3,-4,-10,-6,-6,0,-6,0,-9,-4,-6,2,-3,-7,-10,-6,-6,1,-3,-5,-10,-5,-6,1,-2,-5,-9,-6,-6,-2,-1,0,-9,-6,-6,-6,4,0,-8,-8,-6,-7,5,7,-7,-6,-6,-8,5,10,-6,-6,-7,-11,5,14,-5,-5,-7,-8,3,12,-4,-4,-5,0,-1,3,0,-2,-4,1,-4,-4,0,-4,-5,2,-4,-9,0,-4,-4,5,-5,-14,-1,-5,-4,3,-4,-17,-2,-5,-4,0,-6,-7,-7,-7,-5,-1,-6,-2,-8,-5,-4,1,-3,0,-9,-7,-5,-1,-4,2,-9,-5,-5,left
7,2,-15,-7,-12,-6,-4,0,-1,-8,-8,-7,0,0,-9,-7,-8,-7,-3,2,-3,-7,-8,-7,-7,4,-6,-8,-7,-8,-12,4,6,-7,-5,-7,-7,6,4,-6,-5,-6,-8,7,13,-5,-3,-5,-4,2,9,-3,-3,-4,2,-3,10,-1,-3,-3,5,-5,-1,-1,-5,-3,3,-7,-3,-1,-4,-3,2,-8,-7,-2,-6,-4,-1,-4,-6,-2,-6,-4,-3,-2,-4,-3,-5,-5,-2,-1,-3,-4,-4,-5,-2,0,-1,-4,-4,-5,-2,0,-2,-4,-5,-5,-2,-2,-2,-3,-4,-6,-1,-3,-4,-3,-6,-6,left
0,5,2,-8,-15,-1,15,-12,-11,-13,-13,-2,9,0,-10,-11,-12,-4,4,-2,-13,-12,-9,-5,-1,2,-11,-12,-9,-6,-5,4,-8,-12,-7,-7,-11,18,-2,-10,-4,-10,-15,12,13,-9,0,-8,-10,14,19,-5,-4,-5,-3,8,19,-4,-2,-3,6,-1,12,-1,-2,-3,3,-14,8,0,-4,-1,9,-10,-8,-1,-8,-2,4,-10,-8,-2,-5,-4,0,-6,-7,-2,-6,-5,-6,-1,-2,-3,-5,-4,-3,2,-1,-3,-6,-4,-7,-1,0,-2,-4,-5,-4,-3,-4,-2,-4,-6,-5,-6,-5,-2,-4,-6,left
4,-2,-14,-6,-9,-5,-1,-8,-4,-6,-6,-5,-1,-1,2,-6,-4,-5,8,-4,-6,-7,-6,-6,0,-3,-1,-7,-7,-5,3,-6,-3,-8,-6,-5,2,-5,-5,-9,-7,-5,6,-7,-12,-10,-10,-5,-2,-5,-10,-10,-8,-4,6,2,-12,-10,-8,-5,-3,5,-9,-10,-8,-6,-8,9,-2,-11,-7,-9,-19,13,14,-9,-3,-9,-14,13,20,-6,-5,-8,-13,2,18,-5,-1,-7,-4,-3,16,-2,-2,-5,6,-7,5,1,-3,-2,12,-11,-8,0,-5,-2,8,-9,-9,-2,-4,-3,1,-5,-4,-2,-7,-3,left
5,-9,-11,-9,4,-5,3,-2,-2,-10,-6,-4,1,-6,-3,-10,-6,-4,1,-6,-1,-10,-7,-4,-1,-5,-6,-11,-6,-4,-3,2,-4,-11,-9,-3,0,-9,-2,-12,-7,-4,1,-1,2,-11,-7,-6,-4,3,7,-9,-7,-8,-9,9,14,-6,-7,-8,-9,6,13,-5,-4,-9,-7,8,10,2,-2,-4,-5,0,4,3,-2,-3,-2,-4,-3,3,-2,-3,9,-11,-8,1,-2,-3,7,-13,-7,1,-4,-4,1,-5,-11,-4,-6,-7,2,-4,-10,-6,-6,-7,-1,-4,-7,-8,-5,-6,-4,-3,-3,-9,-7,-5,left
20,-1,-18,-7,-9,-8,15,-5,-32,-16,-13,-3,10,-8,-27,-15,-11,-3,-1,-2,-17,-14,-9,-4,-2,-3,-10,-13,-9,-5,-9,2,-2,-13,-8,-5,-9,8,12,-9,-4,-8,-9,11,19,-6,-3,-7,-3,7,17,-4,-4,-6,0,6,14,-2,-2,-5,4,-1,7,0,-3,-4,1,-6,0,1,-6,-2,-1,-5,-5,0,-6,-2,1,-7,-6,-1,-4,-4,-1,-7,-9,-1,-5,-5,-2,-7,-10,-2,-3,-6,-1,-5,-10,-3,-2,-7,2,-7,-12,-4,-4,-7,1,-7,-12,-6,-6,-7,1,-5,-10,-7,-6,-6,left
0,-9,2,-9,-6,-5,2,-6,-1,-9,-4,-5,1,-5,-4,-10,-4,-5,1,-4,-2,-9,-5,-5,-1,-3,-10,-10,-6,-5,-2,0,-3,-10,-6,-5,0,4,-9,-10,-7,-6,-6,8,0,-10,-7,-6,-9,10,6,-8,-6,-7,-7,10,19,-6,-4,-7,-8,12,12,-5,-3,-6,-8,4,21,-2,-2,-4,1,-2,12,0,-3,-4,1,-6,2,1,-3,-4,2,-7,-5,1,-5,-4,3,-10,-5,0,-5,-4,2,-5,-9,0,-6,-5,-2,-5,-9,-1,-4,-6,0,-4,-9,-2,-4,-6,-1,-4,-6,-3,-3,-7,left
2,-7,-24,-9,-16,-4,5,-12,-38,-23,-15,-1,3,-7,-24,-21,-13,-4,-1,2,-5,-18,-9,-5,-5,4,3,-14,-9,-5,-8,6,11,-12,-6,-5,-7,7,22,-5,-3,-7,-7,8,25,-2,-2,-6,-1,-1,12,1,-4,-4,4,-3,3,0,-4,-4,6,-4,-2,0,-5,-4,0,-3,-4,1,-5,-4,0,-6,-9,0,-5,-4,-4,-3,-8,-1,-4,-5,-4,-4,-8,-2,-4,-6,-4,-4,-11,-3,-4,-6,-1,-5,-11,-5,-4,-6,1,-5,-12,-6,-5,-6,1,-5,-9,-7,-7,-6,-1,-6,-8,-9,-7,-5,left
7,-7,6,-10,-6,-4,4,-1,-9,-10,-8,-4,4,-2,-3,-10,-7,-5,4,3,-5,-11,-6,-6,-2,3,-1,-10,-7,-6,-4,7,-2,-9,-6,-6,-4,8,3,-9,-5,-7,-7,12,9,-7,-4,-8,-9,9,13,-5,-3,-7,-3,7,12,-3,-3,-6,0,-1,8,-2,-3,-5,3,-8,-1,3,-4,-3,0,-12,-7,2,-5,-3,4,-14,-10,0,-6,-3,2,-13,-12,-1,-7,-4,-1,-10,-9,-3,-6,-5,-3,-5,-2,-9,-6,-5,0,-5,-2,-9,-4,-5,-3,-3,-6,-9,-6,-5,-2,-4,-2,-9,-5,-5,left
17,4,-22,-8,-7,-6,6,14,-12,-7,-12,-7,3,9,-7,-8,-8,-8,-3,11,-4,-8,-7,-9,-9,9,6,-7,-4,-8,-9,10,11,-5,-4,-8,-6,6,12,-4,-1,-7,-4,2,11,-2,-2,-5,0,-4,5,-1,-2,-3,6,-7,-3,-1,-6,-2,3,-8,-7,-2,-5,-2,1,-10,-6,-2,-7,-3,-1,-6,-7,-3,-6,-4,-2,-4,-3,-4,-6,-5,-2,-2,-2,-4,-5,-5,-2,-2,0,-5,-5,-5,-1,0,-1,-5,-5,-5,-3,1,0,-4,-5,-5,-1,1,1,-4,-5,-5,-3,0,-1,-3,-5,-5,left
3,-6,1,-3,-4,-6,2,-18,-20,-6,-1,-6,9,-13,-26,-9,-8,-6,3,-18,-26,-10,-7,-5,6,-6,-23,-12,-7,-5,2,-3,-21,-14,-9,-6,-10,9,7,-14,-8,-7,-16,12,18,-11,-6,-6,-9,19,25,-8,-4,-7,-10,10,26,-4,-3,-6,-4,3,24,-1,-1,-5,8,-3,3,1,-4,-4,9,-6,0,1,-3,-4,4,-7,-4,1,-5,-4,1,-8,-6,1,-6,-5,-6,-4,-8,0,-5,-5,-6,-4,-10,-1,-5,-6,-3,-7,-14,-2,-4,-6,-2,-8,-13,-4,-5,-5,2,-10,-10,-6,-4,-5,left
4,-4,-8,-7,-7,-7,-2,-7,-3,-7,-6,-6,-1,-5,0,-7,-6,-6,-1,-5,-2,-8,-6,-5,-1,-4,-5,-8,-8,-5,2,-8,-8,-9,-7,-5,5,-6,-15,-10,-8,-6,1,-2,-11,-12,-8,-6,1,6,-7,-13,-8,-8,-7,9,6,-11,-6,-8,-15,17,14,-8,-5,-7,-13,16,23,-6,-3,-6,-6,10,19,-3,-2,-5,-4,0,14,0,-2,-3,4,-4,3,0,-4,-2,8,-8,-1,0,-5,-3,4,-7,-3,0,-5,-4,0,-6,-5,0,-6,-5,-3,-4,-6,-1,-6,-5,-5,-5,-8,-1,-4,-6,left
6,-10,-17,-8,-6,-4,16,-23,-23,-17,-8,-5,9,-17,-26,-15,-9,-5,6,-8,-17,-15,-8,-5,2,-1,-9,-14,-9,-6,-7,5,2,-14,-8,-7,-13,14,13,-9,-6,-6,-11,17,21,-6,-4,-6,-6,12,20,-4,-3,-6,-1,2,15,-1,-2,-4,5,-4,5,0,-4,-3,6,-5,1,0,-4,-3,3,-7,-3,1,-5,-4,-2,-7,-6,1,-6,-4,-4,-4,-8,0,-5,-5,-4,-3,-8,-1,-3,-6,-4,-4,-11,-3,-3,-6,-1,-8,-12,-5,-3,-7,1,-7,-9,-6,-5,-6,-2,-7,-3,-7,-5,-6,left
7,2,7,-9,-12,-4,3,-2,3,-7,-9,-4,5,-1,0,-8,-10,-5,-1,-1,3,-8,-7,-5,2,0,-8,-8,-8,-5,-2,-5,-7,-8,-6,-5,1,2,-9,-9,-6,-6,0,2,-11,-9,-6,-7,0,6,-12,-10,-7,-8,-6,9,1,-10,-4,-8,-8,16,7,-8,-4,-8,-3,6,11,-3,-3,-5,-4,4,12,-1,-4,-4,-1,-1,10,1,-3,-2,0,-5,4,2,-5,-1,2,-6,-7,1,-5,-1,-3,-5,-7,-2,-7,-3,-2,-5,-6,-2,-4,-5,-3,-6,-4,-3,-4,-5,1,-8,-6,-3,-4,-6,left
1,-2,-11,-1,-3,-6,-11,-18,-18,2,-7,-7,-8,-14,-15,-1,-3,-7,-4,-10,-11,-2,-4,-6,-3,-9,-11,-3,-5,-6,-3,-10,-7,-4,-5,-6,4,-4,-2,-7,-5,-5,3,-3,0,-7,-6,-5,1,-4,-2,-8,-7,-5,3,-5,-8,-9,-7,-5,3,-11,-20,-10,-7,-5,3,-1,-14,-12,-6,-5,-5,7,-16,-13,-11,-6,-10,13,2,-12,-6,-7,-13,16,16,-9,-6,-7,-10,22,27,-6,-4,-7,-9,10,22,-3,-3,-6,3,-3,21,-1,1,-4,8,-11,4,1,-5,-3,6,-11,-3,0,-4,-4,left
8,7,-6,-2,-3,-5,-4,2,-3,-2,-2,-5,1,-3,-7,-1,-6,-5,-3,-4,-9,-2,-5,-5,0,-5,-11,-3,-4,-6,-1,-7,-10,-4,-5,-6,2,-8,-11,-5,-6,-6,0,-6,-8,-7,-5,-6,1,-5,-8,-8,-6,-5,2,-6,-10,-9,-8,-5,3,-6,-9,-11,-6,-5,6,-1,-10,-12,-7,-6,0,4,-2,-12,-7,-7,-7,7,7,-11,-7,-7,-11,11,15,-8,-5,-7,-12,13,17,-6,-5,-7,-13,7,18,-3,-3,-6,-5,0,11,-2,-2,-4,4,-4,2,-1,-3,-3,4,-6,1,-1,-4,-3,left
6,-12,-13,-6,-6,-9,1,-9,-13,-7,0,-8,3,-5,-9,-7,-5,-7,0,-5,-5,-7,-5,-6,3,-4,-4,-7,-6,-6,-1,-1,-3,-7,-6,-5,3,-1,-1,-8,-8,-4,3,-1,-5,-8,-6,-4,5,-3,-6,-8,-9,-5,2,-5,-12,-9,-12,-5,-4,-4,-3,-9,-7,-6,-6,1,-3,-8,-8,-6,-13,2,6,-8,-7,-7,-14,5,9,-7,-5,-6,-16,6,21,-5,0,-5,-4,4,13,-4,-4,-4,-3,-2,13,-2,-3,-4,-1,-3,5,-2,-4,-4,-1,-6,3,-1,-4,-4,2,-7,-9,-2,-4,-4,left
26,-7,-43,-6,1,-8,-6,0,-8,-18,-15,-11,-7,2,-5,-13,-11,-9,-9,2,1,-11,-9,-7,-1,1,3,-9,-6,-6,-3,1,10,-8,-8,-6,4,-2,6,-2,-1,-4,4,-3,2,-2,-2,-4,6,-4,-4,-1,-1,-5,-2,-3,0,-1,-3,-5,-6,-1,0,-1,0,-5,-7,2,-5,-2,-3,-6,-6,2,-5,-2,-2,-5,3,3,-8,-4,-6,-6,0,3,-10,-4,-6,-6,9,0,-14,-6,-9,-5,5,-3,-6,-7,-8,-4,10,-5,-5,-8,-9,-4,1,-6,1,-8,-7,-4,6,-8,-3,-9,-9,-5,left
0,-9,-3,-1,-8,-3,-5,-5,-3,-2,-7,-4,-1,-4,-6,-3,-6,-4,-1,-4,-4,-3,-6,-4,-1,-4,-5,-4,-6,-4,-1,-2,-4,-4,-5,-5,-1,-2,-2,-4,-5,-5,0,-3,-1,-4,-5,-5,-2,-4,-3,-4,-5,-5,0,-6,-5,-5,-6,-6,5,-20,-24,-6,-6,-6,5,-10,-17,-10,-6,-7,-1,-1,-9,-11,-6,-7,-4,3,4,-11,-7,-7,-6,7,5,-9,-5,-7,-11,20,26,-8,-5,-6,-8,10,19,-3,-4,-5,-4,2,13,-1,-5,-4,0,0,-1,-1,-5,-4,-3,-1,1,-1,-5,-3,left
0,-8,-20,0,-3,-2,7,-23,-22,-2,0,-6,3,-16,-17,-4,3,-7,5,-13,-15,-6,-3,-8,6,-13,-11,-6,-5,-7,3,-11,-10,-8,-6,-7,0,-7,-10,-9,-8,-5,3,-4,-16,-9,-13,-4,0,-1,-10,-12,-10,-5,-8,10,2,-12,-8,-6,-7,14,11,-11,-6,-8,-9,18,17,-9,-5,-9,-11,12,26,-7,-1,-8,-5,6,18,-2,-2,-5,0,-5,6,1,-2,-3,2,-10,-3,1,-5,-2,4,-10,-7,1,-5,-1,2,-8,-8,0,-7,-2,-1,-4,-8,-1,-5,-3,0,-3,-7,-2,-4,-4,left
0,-5,-12,-5,-6,-9,-4,-7,-9,-5,-5,-9,-1,-7,-9,-5,-5,-9,-2,-8,-8,-6,-5,-8,-1,-7,-7,-6,-6,-7,0,-7,-4,-6,-6,-6,0,-5,-5,-7,-8,-5,-1,-5,-3,-8,-8,-4,6,-5,-9,-8,-8,-4,7,-3,-12,-11,-9,-5,2,1,-8,-12,-8,-7,-9,12,10,-10,-5,-8,-7,12,13,-8,-5,-8,-13,13,19,-6,-4,-7,-14,9,20,-2,-3,-4,-7,3,13,1,-3,-3,5,-10,-6,1,-5,-2,3,-9,-9,-1,-5,-3,2,-9,-9,-2,-5,-4,0,-5,-5,-3,-5,-5,left
41,1,15,-1,8,-12,26,5,6,-2,1,-10,13,2,-7,-3,-8,-11,-5,2,3,-3,-4,-10,-1,5,-4,-4,-7,-11,-23,9,0,-5,-8,-9,-14,10,-6,-6,-7,-9,-21,15,7,-6,-4,-6,-5,13,-6,-7,-6,-5,-10,8,2,-6,-3,-1,8,3,-6,-7,-4,-1,-1,-1,1,-6,-5,1,9,-5,-6,-6,-4,0,3,-3,-1,-6,-5,-1,6,-3,-2,-6,-4,-3,0,-3,-1,-6,-6,-3,-3,-5,-1,-5,-5,-3,-4,-7,0,-5,-6,-4,0,-11,-1,-5,-4,-5,-1,-10,0,-5,-6,-5,down
12,-8,-12,-9,-3,3,31,-19,1,-8,-2,-1,34,-15,1,-6,-2,-4,32,-15,2,-5,-3,-6,25,-13,2,-4,-4,-7,26,-11,2,-3,-3,-11,27,-2,-5,-3,-6,-13,8,0,2,-3,-8,-17,-24,13,-9,-3,-12,-14,-30,4,0,-4,-4,-12,-22,10,-2,-5,-8,-11,-39,9,6,-5,-6,-7,-27,8,-3,-6,-5,1,1,-5,7,-7,0,1,9,5,-2,-7,-8,2,-4,-1,-3,-7,-5,3,-5,-2,-7,-7,-7,3,3,-5,-5,-7,-4,1,5,-8,-5,-7,-6,-2,4,-10,-7,-7,-6,-4,down
40,-23,10,-2,5,-10,22,-11,9,-2,3,-8,23,-8,5,-2,-3,-8,14,-7,6,-2,-3,-9,12,-6,4,-2,-3,-10,1,-2,2,-2,-5,-10,-6,1,-6,-3,-10,-11,-23,6,-4,-3,-6,-12,-22,12,-5,-5,-4,-12,-31,19,-1,-6,-8,-9,-22,15,-6,-7,-8,-4,-14,10,5,-8,-3,0,4,2,3,-8,-4,1,4,-1,0,-6,-7,3,11,-8,-5,-6,-4,2,3,-5,1,-6,-3,0,-2,-4,-5,-5,-6,-2,-9,-2,-6,-6,-7,-1,-6,-7,-3,-7,-4,-2,4,-11,-2,-7,-6,-3,down
1,-17,-4,-7,-4,-10,3,-11,-1,-6,-3,-10,7,-10,-1,-5,-3,-9,4,-7,0,-4,-2,-9,6,-6,0,-4,-3,-8,5,-3,1,-3,-4,-8,5,-2,2,-2,-4,-7,5,0,2,-2,-6,-7,5,0,0,-3,-2,-8,0,5,-13,-2,-12,-12,-8,-1,-12,-5,-5,-12,-27,17,-1,-4,-5,-10,-19,15,-7,-6,-6,-9,-26,12,-2,-7,-10,-6,-19,6,12,-8,1,1,-6,10,9,-6,-5,2,13,-8,-4,-7,-7,0,2,-6,1,-6,-3,1,10,-4,-4,-5,-5,-1,2,-3,-4,-5,-5,-2,down
43,-21,9,-6,-1,-12,33,-10,2,-4,2,-12,26,-8,2,-3,-2,-12,14,-9,0,-3,-4,-12,3,-11,0,-3,-5,-11,-9,-10,0,-3,-6,-9,-16,-11,0,-4,-8,-8,-15,-9,-1,-5,-7,-6,-9,-6,-1,-6,-5,-5,0,-2,0,-6,-4,-5,6,3,-2,-5,-4,-5,21,7,-1,-5,-3,-7,18,9,-5,-5,-6,-11,-3,14,0,-5,-4,-12,-10,19,-12,-5,-10,-12,-23,15,1,-5,-4,-8,-27,11,-2,-6,-7,-5,-35,6,6,-6,-5,1,-13,0,-2,-6,-6,4,-11,-4,6,-7,-1,6,down
