@relation train_data2

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {up,left,down,right,tilt_left,tilt_right}

@data
32,11,-36,-10,-10,-14,-7,13,-24,-8,-8,-14,-12,11,-15,-8,-11,-10,-23,5,-8,-5,-16,-11,-30,0,-6,-4,-13,-11,-41,1,2,-5,-12,-10,-33,-10,19,-6,-7,-5,-28,-10,16,-4,0,0,-17,-2,8,-6,3,2,4,2,-6,-6,6,2,23,0,-10,-3,2,4,14,7,-26,-3,-2,0,24,7,-20,-4,-5,-6,30,-4,-9,-5,-5,-7,22,-4,8,-6,-9,-7,10,-6,11,-7,-6,-7,19,-3,8,-7,-7,-8,10,-3,3,-7,-10,-9,-6,0,0,-6,-9,-9,-21,-6,-1,-4,-8,-8,up
29,-16,-22,-3,-12,-10,-5,3,-11,-2,-8,-10,-2,4,-9,-4,-7,-10,-18,1,-1,-5,-5,-10,-15,0,1,-6,-10,-6,-21,-6,7,-8,2,0,-14,-2,0,-9,2,2,-5,2,-3,-7,2,2,14,3,-11,-5,-2,2,15,7,-17,-4,3,-1,24,15,-14,-3,-5,-7,30,5,-7,-3,-7,-8,21,-7,4,-4,-8,-6,16,-7,8,-5,-7,-6,18,-11,11,-7,-7,-6,10,-10,5,-7,-9,-7,6,-5,3,-8,-8,-8,1,4,-6,-8,-8,-8,-9,4,-3,-6,-6,-8,-13,-1,-5,-5,-9,-8,up
6,3,-27,-5,-25,-11,-40,15,-18,-3,-11,-8,-19,8,-14,-4,-5,-9,-29,15,-24,-5,-14,-8,-26,8,-9,-6,-5,-6,-27,7,1,-6,-4,-3,-10,-2,-2,-8,-3,0,-15,4,-4,-8,-4,4,-3,0,0,-10,1,6,3,-1,-6,-10,-3,5,10,-6,-6,-9,-1,1,12,-7,2,-7,-3,-4,22,-6,4,-4,-1,-6,27,-9,13,-1,-1,-8,27,-5,7,0,-6,-8,22,-4,7,-1,-7,-8,19,-2,5,-3,-8,-7,6,-9,9,-5,-11,-8,-1,-11,8,-6,-10,-9,-8,-8,6,-6,-6,-9,up
4,4,-23,-7,-9,-8,-15,1,-11,-6,-8,-7,-10,-2,-8,-5,-11,-8,-13,3,-8,-4,-11,-7,-20,-2,-6,-4,-9,-7,-20,3,-7,-4,-8,-8,-18,6,-4,-4,-6,-8,-22,11,-10,-5,-4,-7,-19,4,-5,-7,-2,-4,-10,8,-6,-8,-2,0,-11,0,2,-8,-1,3,-6,1,-4,-9,-4,4,0,-5,0,-7,-2,4,9,-4,-3,-6,-3,2,20,-1,-4,-4,-3,-2,29,0,-4,-3,-4,-6,30,-4,-1,-4,-3,-9,28,-8,7,-4,-6,-9,18,-8,8,-5,-7,-9,6,-12,10,-5,-8,-10,up
10,8,-8,-6,-18,-7,-9,1,-2,-4,-9,-9,-9,-5,-3,-3,-7,-10,-10,-2,-8,-3,-10,-11,-26,8,-6,-2,-11,-10,-24,-1,-12,-3,-10,-11,-30,12,-10,-4,-4,-11,-29,18,-3,-5,-5,-6,-26,15,-4,-8,-5,-1,-8,2,-4,-10,-1,2,-5,8,-2,-9,6,6,12,-9,-4,-7,2,7,23,-10,-10,-5,0,4,27,-10,-2,-3,2,0,31,-9,0,-2,-3,-3,23,-12,11,-3,-9,-7,19,-10,11,-5,-12,-9,7,-12,13,-7,-11,-10,3,-10,9,-7,-10,-11,-2,-7,3,-6,-8,-11,up
3,-26,-44,-2,-12,-15,-14,-3,-33,-1,-21,-18,-36,-5,-19,-1,-17,-13,-37,0,-14,-2,-8,-13,-36,5,-20,-4,-7,-12,-37,13,1,-5,-7,-7,-26,1,2,-7,3,-4,-15,9,0,-9,-1,-2,-8,1,-3,-10,-3,3,-2,-5,3,-10,-3,6,-1,-1,-14,-12,-4,4,5,2,-11,-12,-13,3,15,-10,-10,-10,5,-2,27,-5,-2,-6,0,-6,28,-5,1,-4,-1,-9,29,-12,10,-1,-1,-10,19,-8,13,0,2,-8,16,-1,14,0,-13,-6,2,-2,9,-2,-11,-7,1,-3,4,-3,-10,-8,up
2,12,-9,-4,-10,-8,-17,3,-9,-2,-12,-8,-11,0,-16,-1,-12,-12,-29,4,-13,-1,-9,-10,-34,-2,-4,-1,-3,-9,-25,5,-18,-2,-11,-8,-28,-4,-8,-4,-1,-7,-28,5,-5,-7,-4,-3,-12,-6,-3,-10,2,0,-1,2,-11,-11,-6,3,-11,-4,4,-11,5,3,1,4,-5,-10,-3,3,3,-1,0,-7,3,2,21,10,-5,-3,-2,-2,26,3,5,-2,-2,-5,28,-5,8,-1,-4,-7,25,-5,10,-2,-6,-7,28,-10,11,-4,-10,-7,11,-15,14,-6,-13,-7,4,-12,10,-8,-10,-8,up
3,-1,-11,-5,-2,-9,-8,-1,-4,-3,-7,-9,-8,2,-8,-3,-8,-10,-17,2,-6,-3,-9,-10,-22,7,-7,-2,-10,-10,-24,6,-11,-3,-6,-10,-28,14,-1,-4,-6,-7,-27,9,-8,-6,-3,-5,-18,4,2,-7,-1,0,-9,-1,-2,-9,0,3,-8,8,-3,-10,-2,9,7,-6,-9,-10,-1,9,19,-6,2,-8,-1,3,21,-9,-7,-7,-5,-2,21,-9,-1,-6,-3,-6,27,-18,10,-3,-6,-12,20,-10,6,-2,-5,-14,10,-7,7,-2,-8,-10,9,-1,7,-3,-5,-8,9,-2,7,-3,-6,-7,up
0,-8,-12,-3,-14,-8,-13,-6,-10,-4,-6,-9,-7,-4,-12,-4,-11,-10,-15,-2,-12,-4,-14,-10,-24,1,-8,-4,-9,-10,-35,7,-1,-5,-4,-10,-18,8,-9,-6,-9,-9,-29,7,5,-6,-4,-7,-24,11,4,-6,-1,-5,-11,7,-2,-7,-5,-1,-1,0,-6,-8,-5,3,-13,4,2,-7,-3,6,-1,3,-10,-7,-1,6,20,-5,-7,-6,-5,2,16,-7,-5,-5,1,-3,21,-4,-4,-3,-2,-6,28,-10,-4,-2,-2,-8,27,-10,1,-3,-7,-8,11,-11,5,-5,-5,-7,14,-9,9,-5,-9,-6,up
3,5,-15,-3,-25,-10,-34,-5,-8,-4,-11,-10,-24,7,-3,-4,-12,-7,-30,2,-5,-3,-8,-6,-21,5,-8,-4,-6,-7,-26,4,1,-6,-1,-5,-12,7,-2,-7,-4,-2,-12,-2,-3,-7,0,0,-2,3,-10,-10,-6,2,-3,-1,1,-10,-7,3,9,-5,-13,-9,-1,1,13,-6,-5,-6,1,-1,20,-4,-9,-4,-1,-5,24,-5,5,-2,2,-7,27,-6,0,-1,0,-7,19,-2,10,-2,-9,-6,20,-2,7,-5,-10,-6,10,-4,15,-6,-12,-7,6,-6,10,-6,-11,-8,-2,-4,6,-5,-9,-9,up
33,15,-30,-3,-35,-6,-21,13,-6,-1,-25,-7,-10,3,-11,-1,-16,-8,-17,7,-11,-2,-10,-8,-24,11,-3,-2,-10,-7,-31,9,-9,-5,-5,-7,-16,1,1,-6,2,-4,-19,4,2,-8,0,-1,-12,1,-1,-8,-3,2,-1,-3,-1,-8,-1,3,-1,-10,11,-5,1,5,3,1,-8,-4,-3,2,16,-2,-11,-5,-5,-1,18,0,-6,-5,-4,-4,27,-3,-9,-5,-4,-7,32,0,-3,-6,-7,-9,30,-7,4,-6,-8,-9,15,-6,10,-5,-7,-8,13,-12,10,-5,-8,-8,1,-10,5,-5,-9,-9,up
7,-3,-20,-1,-25,-11,-37,2,-16,-1,-11,-10,-26,5,-12,-2,-6,-10,-32,6,-5,-3,-4,-9,-26,12,-9,-4,-8,-8,-30,10,-4,-6,1,-6,-14,8,-1,-7,-2,-1,-14,2,0,-8,-2,2,-3,1,-5,-9,-1,5,-4,-5,0,-8,0,7,1,0,-1,-7,-4,7,13,-2,0,-6,-2,2,21,-3,0,-4,-4,-2,28,-4,-1,-4,-8,-6,31,-9,1,-4,-7,-9,32,-12,4,-4,-9,-10,21,-11,2,-4,-11,-10,13,-7,1,-4,-11,-10,-4,-9,0,-3,-10,-10,-6,-5,-3,-2,-8,-10,up
2,-2,-10,-5,-6,-11,-8,-1,-8,-3,-15,-12,-21,2,-10,-2,-14,-11,-28,3,-2,-2,-9,-10,-21,3,-10,-2,-9,-10,-31,5,1,-3,-3,-8,-20,10,-3,-5,-2,-7,-14,13,-13,-7,-5,-5,-9,13,-8,-9,-5,-1,-10,13,-3,-10,-2,2,-1,9,-19,-10,-7,5,-3,5,-15,-10,-4,6,9,-3,0,-9,4,5,17,-9,-7,-8,0,1,20,-11,-1,-5,-1,-1,21,-9,14,-3,-4,-3,25,-11,15,-2,-4,-6,22,-11,15,-2,-9,-8,19,-9,11,-3,-7,-10,17,-7,8,-4,-10,-12,up
2,0,-3,-5,-5,-7,-13,15,14,-15,-2,-9,-8,7,17,-8,-7,-7,-7,1,7,-6,-5,-6,0,-1,0,-5,-5,-5,-1,-2,-3,-4,-6,-5,3,-8,-11,0,-7,-4,2,-6,-13,-2,-4,-4,1,-2,-8,-4,-6,-5,-5,-1,-6,-4,-5,-5,-6,0,-5,-5,-5,-5,-3,-3,-3,-5,-4,-5,-1,-7,-7,-5,-4,-6,1,-6,-6,-5,-4,-6,1,-7,-2,-5,-3,-6,3,-6,0,-5,-5,-7,-2,-1,-2,-5,-6,-6,-3,2,1,-5,-5,-6,-2,2,-1,-6,-7,-6,-4,0,-2,-6,-5,-5,left
10,7,-2,-6,-13,-5,-1,0,-1,-7,-6,-4,3,1,-7,-7,-8,-5,2,-3,-7,-7,-7,-4,1,-2,-10,-7,-8,-4,0,-3,-9,-7,-7,-4,4,0,-9,-7,-8,-5,-4,-1,-3,-8,-8,-5,-6,5,2,-8,-7,-7,-7,9,8,-8,-7,-8,-13,9,16,-7,-3,-8,-8,0,14,-5,-3,-6,-1,-1,9,-2,-2,-5,2,-4,2,-1,-5,-4,2,-11,-2,0,-2,-3,8,-10,-11,-1,-6,-4,0,-2,-8,-3,-6,-5,-2,-1,-4,-4,-5,-5,-2,0,-1,-4,-4,-5,-2,1,-2,-4,-4,-5,left
3,-9,-18,-12,-7,-3,-4,-8,-4,-12,-7,-2,-1,-6,-8,-12,-6,-3,-1,-4,-4,-11,-7,-4,-1,-3,-5,-11,-7,-4,-2,0,-2,-10,-7,-5,-3,6,-5,-10,-8,-6,-6,11,1,-9,-5,-7,-5,13,9,-7,-5,-8,-7,13,14,-5,-4,-7,-6,10,14,-4,-3,-6,1,-2,9,1,-1,-4,0,-7,5,3,-4,-3,2,-12,-5,2,-3,-4,-1,-14,-11,1,-3,-5,-2,-10,-10,0,-4,-5,-4,-6,-6,-4,-4,-6,0,-5,-3,-5,-4,-6,-2,-3,-3,-6,-6,-5,4,-3,0,-6,-5,-5,left
0,-2,-16,-9,-14,-5,-5,-7,-12,-10,-7,-3,-2,-6,-8,-10,-9,-4,-12,-5,-18,-11,-8,-3,-2,-4,-7,-10,-9,-3,0,-5,-10,-10,-8,-4,-3,2,-4,-11,-11,-6,-4,12,3,-10,-5,-8,1,15,18,-7,-5,-9,-8,13,12,-5,-3,-9,-7,10,15,-4,-2,-7,0,4,10,-2,0,-5,0,-7,2,0,-4,-2,3,-10,-6,-1,-4,-3,3,-8,-8,-1,-4,-3,-1,-3,-5,-2,-4,-4,-3,-5,-3,-2,-5,-4,-4,-4,-3,-2,-4,-5,-3,-6,-3,-2,-4,-6,-2,-7,-1,-2,-4,-7,left
6,-4,-10,-2,-3,-8,-5,-4,-30,-14,-9,-3,5,-7,-16,-13,-7,-2,1,-9,-12,-12,-8,-3,2,-2,-13,-12,-8,-4,-3,-1,-7,-14,-10,-4,-2,5,5,-10,-7,-6,-9,9,9,-8,-7,-7,-6,12,12,-6,-6,-7,-8,7,18,-5,-4,-6,-4,2,14,-3,-3,-5,1,-3,10,-1,-3,-4,1,-5,0,-1,-4,-4,0,-6,-2,-1,-3,-3,-1,-5,-5,-1,-4,-3,0,-2,-8,-1,-4,-4,-1,-5,-11,-2,-4,-6,2,-7,-9,-3,-2,-7,0,-9,-11,-3,-5,-8,1,-7,-13,-4,-6,-7,left
4,-7,6,-7,1,-4,6,-4,-1,-8,-6,-5,0,-3,0,-9,-7,-4,3,-3,-6,-9,-7,-4,2,-6,-12,-9,-7,-4,-1,3,-2,-10,-9,-4,-7,1,-6,-10,-8,-5,-5,3,4,-10,-6,-5,-7,7,9,-8,-6,-6,-5,12,18,-8,-5,-7,-8,1,19,-6,-3,-7,2,-1,17,-3,-3,-5,2,-3,5,-2,-4,-5,-1,-6,2,-1,-4,-4,-1,-8,-1,-1,-4,-4,3,-4,-11,-1,-5,-4,-2,0,-6,-2,-5,-5,-4,1,-6,-3,-4,-5,-3,0,-3,-4,-3,-6,-1,0,-2,-4,-4,-6,left
2,-15,-26,-3,-11,-7,3,-11,-24,-5,-5,-7,4,-8,-13,-5,-7,-7,2,-3,-12,-6,-9,-6,-5,-5,-13,-7,-7,-4,0,-1,-17,-9,-8,-3,0,-4,-11,-12,-7,-2,-1,-2,-6,-13,-8,-3,-4,-2,1,-13,-5,-4,-1,5,10,-10,-7,-6,-6,7,22,-8,-4,-7,-9,13,22,-4,-6,-7,-7,9,16,-2,-2,-6,-1,4,11,0,-4,-5,3,-1,4,0,-4,-4,1,-4,-1,1,-5,-3,4,-9,-8,1,-4,-5,-3,-8,-13,0,-5,-5,-2,-9,-14,-1,-4,-6,-6,-8,-15,-3,1,-6,left
46,-6,-11,-11,-28,-9,13,16,2,-24,-23,-9,2,15,8,-17,-14,-8,3,11,7,-13,-13,-6,1,6,10,-11,-11,-5,-9,5,12,-9,-6,-4,-3,-4,8,-1,-4,-3,0,-7,1,-1,-6,-2,-2,-5,1,-1,-4,-2,-4,-2,-5,-2,-3,-3,2,-1,-7,-2,-4,-3,-1,-7,-9,-2,-3,-5,2,-11,-8,-3,-3,-6,1,-13,-10,-3,-4,-7,5,-14,-10,-4,-7,-8,-1,-11,-11,-5,-6,-7,1,-6,-6,-7,-8,-6,-1,-1,-7,-8,-8,-5,0,-1,-4,-9,-7,-5,-1,0,-4,-10,-6,-5,left
0,7,-5,-7,-10,-6,-11,-1,6,-7,-8,-5,-4,6,0,-7,-6,-6,-1,7,-6,-7,-7,-7,-9,7,4,-7,-6,-8,-8,12,10,-7,-3,-7,-4,11,9,-6,-4,-6,-6,4,10,-4,-2,-5,-6,-1,15,-3,-3,-3,4,-4,2,-2,-3,-2,3,-10,-4,-1,-6,-2,3,-13,-15,-3,-4,-4,5,-11,-14,-5,-7,-4,-1,-7,-11,-7,-6,-5,-3,-5,-13,-8,-7,-5,-3,-7,-6,-10,-6,-6,-3,4,-3,-8,-9,-5,-4,4,-4,-8,-8,-6,-2,9,3,-7,-7,-9,-7,14,13,-6,-3,-9,left
8,-10,-1,1,-10,7,11,-17,3,-1,-5,3,13,-17,-3,0,-5,0,8,-16,-6,-1,-6,-1,6,-14,-6,-1,-5,-2,4,-15,-8,-2,-5,-4,0,-10,-10,-3,-6,-5,-3,-6,-8,-4,-6,-5,-3,-3,-4,-4,-5,-5,-1,-3,-5,-5,-6,-5,-2,0,-1,-5,-5,-5,-3,0,-1,-5,-5,-5,-1,2,1,-5,-4,-5,-2,0,0,-4,-5,-5,-2,-1,1,-4,-5,-5,-2,-2,-1,-4,-5,-5,-1,-5,-3,-4,-5,-6,-4,-6,-4,-4,-5,-6,-2,-6,-3,-5,-5,-6,-3,-3,-1,-5,-4,-6,left
3,4,-3,-7,-7,-5,9,-4,-15,-9,-9,-6,-7,-5,-12,-10,-7,-3,1,-4,-12,-11,-9,-3,1,-3,-5,-11,-8,-3,-2,-2,-16,-11,-10,-3,-7,5,-4,-12,-8,-4,-1,11,-2,-12,-9,-7,-8,14,13,-9,-5,-8,-8,17,10,-6,-5,-8,-6,13,23,-5,-2,-7,3,2,12,0,-1,-5,2,-4,12,2,-2,-3,4,-10,-4,2,-3,-3,2,-14,-9,2,-4,-4,0,-12,-11,1,-4,-5,-6,-6,-7,-2,-5,-6,-5,-7,-8,-3,-4,-6,-3,-3,-7,-5,-5,-6,-2,-4,-1,-6,-4,-5,left
23,-10,-9,-9,-5,-7,6,-5,-3,-8,-7,-6,4,-5,0,-8,-6,-5,6,-3,-2,-8,-7,-5,2,-4,-9,-8,-8,-5,-3,-6,-10,-9,-9,-5,0,-4,-16,-11,-8,-5,-6,6,-8,-11,-8,-6,-11,10,-3,-11,-7,-6,-6,12,5,-10,-5,-6,-5,17,11,-7,-4,-6,-6,15,20,-5,-3,-6,1,4,11,-3,-2,-5,4,-3,9,-2,-3,-4,1,-5,8,-1,-3,-4,2,-8,4,-1,-4,-4,0,-5,-1,0,-5,-4,-2,-6,-3,0,-5,-4,-2,-3,-10,0,-4,-5,-3,-4,-11,-1,-4,-6,left
4,-16,-15,-6,-7,-8,5,-27,-23,-21,-13,-3,8,-12,-18,-18,-11,-5,-1,-2,-9,-16,-10,-6,-5,0,-1,-14,-9,-6,-5,7,3,-13,-8,-6,-5,19,12,-6,-4,-7,-7,13,17,-4,-3,-6,-1,4,14,-3,-2,-5,6,2,6,-2,-3,-4,4,-4,3,-1,-4,-3,3,-6,0,-2,-5,-3,0,-5,-2,-1,-5,-3,-1,-6,-4,-1,-5,-5,-5,-7,-2,0,-5,-6,-7,-7,-4,-1,-3,-7,-5,-6,-5,-1,-3,-7,-9,-6,-15,-2,-5,-7,0,-5,-15,-5,-6,-6,-1,-5,-11,-7,-6,-5,left
29,-16,-12,-12,-5,-6,9,-10,0,-11,-7,-6,5,-8,-10,-11,-7,-6,-3,-3,-2,-11,-6,-5,1,-1,-2,-11,-6,-6,-9,7,3,-10,-7,-5,-5,5,-6,-9,-7,-6,-4,10,4,-8,-6,-6,0,14,1,-7,-6,-7,-7,13,8,-6,-4,-7,0,8,7,-5,-3,-6,0,2,9,-1,-3,-4,-2,-1,6,0,-3,-3,0,-8,4,1,-3,-3,2,-11,-5,1,-6,-2,-3,-11,-5,1,-6,-3,-3,-5,-4,-2,-5,-5,-2,-10,-5,-3,-5,-6,-3,-9,-6,-3,-5,-6,-1,-10,-4,-4,-4,-6,left
19,-6,-19,-6,-5,-12,7,-2,-13,-6,-8,-10,3,1,-16,-7,-5,-8,4,2,-9,-8,-8,-7,6,-1,-9,-8,-7,-6,-2,0,-3,-8,-8,-4,3,-1,-8,-10,-7,-4,2,-6,-9,-9,-10,-3,1,-3,-6,-11,-8,-4,-7,0,-4,-11,-9,-5,-5,5,0,-11,-8,-7,-9,9,16,-8,-6,-7,-6,11,21,-6,-3,-7,-6,5,18,-3,-3,-6,0,1,13,-1,-2,-5,3,-5,4,0,-3,-4,1,-9,-6,-1,-5,-4,-1,-5,-5,-2,-5,-4,-5,-1,-8,-3,-6,-3,-2,-4,1,-2,-3,-4,left
26,-15,-15,-9,-7,-8,9,-10,-10,-9,-4,-9,7,-6,-4,-9,-7,-8,0,-7,-3,-9,-6,-7,1,-6,0,-9,-7,-6,-4,-3,-2,-9,-7,-6,-1,-5,-3,-9,-8,-5,-1,-6,-7,-10,-7,-6,-2,1,-3,-10,-6,-6,-5,7,0,-10,-7,-7,-9,13,10,-9,-6,-7,-10,13,15,-7,-5,-6,-9,12,20,-5,-4,-5,-4,4,16,-3,-4,-5,-1,-1,9,-2,-4,-4,3,-9,2,-1,-5,-3,1,-6,-2,0,-6,-3,0,-3,-6,-1,-5,-3,-3,-1,-9,-1,-5,-3,-1,-4,-8,-1,-4,-4,left
8,-4,-17,-4,-2,-8,10,-13,-29,-15,-9,-7,7,-11,-16,-14,-7,-7,7,-9,-26,-13,-9,-6,-1,-4,-8,-13,-7,-7,-1,2,-7,-13,-7,-7,-8,7,9,-9,-7,-7,-11,11,8,-7,-7,-7,-13,11,21,-6,-4,-7,-5,4,9,-4,-3,-6,-6,-3,12,-2,-4,-4,-1,-4,3,-1,-3,-3,2,-7,1,-1,-3,-3,1,-6,-3,-1,-4,-3,0,-4,-4,-1,-5,-3,-1,-2,-8,-1,-4,-4,0,-3,-8,-2,-4,-5,1,-4,-9,-3,-4,-6,2,-5,-11,-4,-5,-6,3,-6,-9,-5,-6,-6,left
7,-6,-20,-5,-5,-11,-9,15,-3,-26,-11,-13,-13,13,4,-17,-10,-9,-7,7,6,-13,-8,-8,-3,4,3,-11,-6,-7,-5,3,7,-10,-6,-5,1,-6,2,0,-5,-2,4,-8,-2,-1,-4,-3,2,-6,-5,-1,-4,-3,-1,-5,-4,-1,-5,-4,0,-4,-6,-2,-5,-5,-5,-1,-3,-3,-3,-5,-2,-2,-5,-3,-3,-6,-1,-3,-5,-3,-4,-6,4,-4,-7,-4,-4,-7,0,-3,-8,-5,-7,-7,2,-6,-8,-6,-7,-6,3,-7,-6,-8,-8,-5,1,-7,-5,-9,-8,-5,-7,-4,-2,-10,-8,-4,left
14,2,-2,-8,-6,-8,10,7,-16,-7,-9,-7,-1,-1,-3,-9,-5,-7,-1,6,-12,-8,-7,-7,-2,6,-4,-9,-6,-8,-6,12,2,-9,-4,-8,-10,9,14,-7,-1,-7,-4,10,9,-4,-4,-5,-2,1,19,-3,-2,-4,0,-3,10,-1,-2,-3,1,-11,2,1,-5,-2,4,-16,-12,-1,-7,-3,4,-14,-14,-3,-7,-4,3,-11,-18,-6,-7,-5,2,-3,-15,-8,-8,-6,2,-3,-12,-9,-7,-6,-3,4,-2,-10,-7,-7,-9,8,1,-10,-5,-7,-10,11,9,-8,-4,-7,-9,8,13,-6,-4,-7,left
3,-5,4,0,2,-2,7,-16,-1,1,-4,-2,7,-18,-6,0,-4,-3,6,-15,-8,0,-5,-3,4,-12,-9,-1,-5,-4,2,-11,-11,-2,-6,-4,-1,-6,-10,-3,-6,-5,-1,-4,-7,-4,-6,-5,-1,-4,-5,-5,-5,-5,-2,-4,-3,-5,-5,-5,-1,-3,-3,-5,-5,-5,-1,-1,0,-5,-5,-5,-3,4,2,-5,-5,-5,-3,5,4,-4,-6,-4,-4,4,6,-3,-5,-4,-2,3,2,-2,-5,-4,-6,-2,-2,-3,-4,-5,-2,-5,-7,-3,-4,-6,-3,-6,-8,-4,-3,-6,-1,-7,-9,-5,-3,-6,left
11,-2,-5,-8,-8,-6,-7,20,-5,-24,-17,-11,-11,18,9,-17,-10,-10,-15,14,10,-13,-9,-7,-5,9,9,-11,-6,-6,-4,7,10,-9,-6,-5,2,-4,11,-1,-2,-3,5,-8,1,0,-4,-2,9,-8,-3,0,-4,-4,1,-6,-6,0,-6,-4,4,-7,-9,-1,-5,-5,-4,-5,-6,-1,-4,-6,-2,-4,-7,-2,-5,-6,-3,-6,-6,-3,-4,-6,2,-6,-7,-4,-5,-7,-11,-1,-2,-5,-5,-6,3,-3,-9,-6,-6,-5,-1,-5,-1,-7,-6,-5,4,-5,-4,-9,-7,-5,-4,-5,-4,-9,-6,-4,left
17,-20,-18,-11,-13,-3,6,-4,-3,-11,-6,-4,-1,-1,-3,-9,-8,-5,1,4,2,-8,-9,-5,-1,4,-6,-9,-8,-7,-7,12,5,-9,-5,-8,-5,14,6,-8,-5,-8,-3,11,14,-6,-3,-8,-5,6,9,-5,-2,-7,-4,2,17,-3,-2,-4,2,-5,7,-1,-4,-3,1,-15,-6,3,-3,-2,2,-15,-14,2,-5,-4,0,-12,-12,0,-3,-5,2,-8,-16,-1,-5,-6,-3,-4,-11,-2,-5,-5,-2,0,-3,-7,-8,-5,1,-2,-1,-8,-7,-4,4,-3,-3,-9,-7,-4,1,-4,-7,-9,-7,-4,left
3,-7,-18,-1,-3,-8,-4,-13,-12,-3,-3,-9,4,-10,-16,-3,-3,-9,2,-9,-10,-4,-5,-8,2,-9,-13,-5,-5,-8,0,-8,-6,-7,-6,-7,3,-6,-6,-8,-7,-6,-2,-6,-4,-9,-7,-5,1,-7,-7,-11,-7,-4,2,-6,-10,-12,-7,-5,0,0,-6,-12,-7,-5,-2,6,-3,-12,-7,-7,-6,9,8,-10,-8,-7,-11,14,14,-7,-5,-7,-12,17,19,-5,-5,-7,-7,10,16,-3,-2,-6,-5,1,14,-1,-3,-4,1,-2,3,-1,-3,-3,3,-6,-2,-1,-4,-3,3,-9,-1,-1,-4,-3,left
